mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.76,"41 km WSW of Ludlow, CA",1725964734240,1725978428188,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729663&format=geojson,,,,,reviewed,0,48,ci,40729663,",ci40729663,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",45.0,0.1674,0.1,45.0,ml,earthquake,"M 1.8 - 41 km WSW of Ludlow, CA"
0.6,"150 km W of Adak, Alaska",1725964589080,1726033067840,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258763,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258763&format=geojson,,,,,reviewed,0,6,av,93258763,",av93258763,",",av,",",origin,phase-data,",5.0,0.02695,0.08,135.0,ml,earthquake,"M 0.6 - 150 km W of Adak, Alaska"
0.95,"1 km ESE of The Geysers, CA",1725964348470,1725967164141,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059946&format=geojson,1.0,0.0,,,automatic,0,14,nc,75059946,",nc75059946,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",12.0,0.0097,0.01,77.0,md,earthquake,"M 1.0 - 1 km ESE of The Geysers, CA"
1.6,"55 km S of Whites City, New Mexico",1725963499804,1725998010964,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rvar,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rvar&format=geojson,,,,,reviewed,0,39,tx,2024rvar,",tx2024rvar,",",tx,",",origin,phase-data,",23.0,0.0,0.2,70.0,ml,earthquake,"M 1.6 - 55 km S of Whites City, New Mexico"
3.78,"90 km NE of Cruz Bay, U.S. Virgin Islands",1725962831230,1726394025040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024254001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2024254001&format=geojson,,,,,reviewed,0,220,pr,2024254001,",us6000nqus,pr2024254001,",",us,pr,",",origin,phase-data,",13.0,0.6659,0.41,313.0,md,earthquake,"M 3.8 - 90 km NE of Cruz Bay, U.S. Virgin Islands"
1.07,"6 km NW of The Geysers, CA",1725962733030,1725965234907,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059941,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059941&format=geojson,,,,,automatic,0,18,nc,75059941,",nc75059941,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01161,0.02,63.0,md,earthquake,"M 1.1 - 6 km NW of The Geysers, CA"
4.6,"Pulau Pulau Tanimbar, Indonesia",1725962551779,1725971429040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nqur,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nqur&format=geojson,,,,,reviewed,0,326,us,6000nqur,",us6000nqur,",",us,",",origin,phase-data,",54.0,2.479,1.03,104.0,mb,earthquake,"M 4.6 - Pulau Pulau Tanimbar, Indonesia"
1.84,"7 km S of Laupāhoehoe, Hawaii",1725961741390,1726115975890,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74449382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74449382&format=geojson,,,,,reviewed,0,52,hv,74449382,",hv74449382,",",hv,",",origin,phase-data,",28.0,0.06229,0.1,130.0,md,earthquake,"M 1.8 - 7 km S of Laupāhoehoe, Hawaii"
1.45,"13 km WNW of Calipatria, CA",1725961541230,1725990679050,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729655,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729655&format=geojson,,,,,reviewed,0,32,ci,40729655,",ci40729655,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.02824,0.2,77.0,ml,earthquake,"M 1.5 - 13 km WNW of Calipatria, CA"
1.4,"14 km NNW of Sand Springs, Texas",1725961261499,1726002623749,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ruzm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024ruzm&format=geojson,,,,,reviewed,0,30,tx,2024ruzm,",tx2024ruzm,",",tx,",",origin,phase-data,",20.0,0.0,0.2,54.0,ml,earthquake,"M 1.4 - 14 km NNW of Sand Springs, Texas"
0.75,"3 km W of Cobb, CA",1725960678940,1725963866744,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059936&format=geojson,,,,,automatic,0,9,nc,75059936,",nc75059936,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01195,0.01,125.0,md,earthquake,"M 0.8 - 3 km W of Cobb, CA"
1.66,"11 km NNE of Stanley, Idaho",1725960461100,1726522973300,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90061073,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90061073&format=geojson,,,,,reviewed,0,42,mb,90061073,",mb90061073,",",mb,",",origin,phase-data,",11.0,0.203,0.2,76.0,ml,earthquake,"M 1.7 - 11 km NNE of Stanley, Idaho"
1.8,"22 km NW of Susitna, Alaska",1725960197113,1725960303083,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo800nz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo800nz&format=geojson,,,,,automatic,0,50,ak,024bo800nz,",ak024bo800nz,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.8 - 22 km NW of Susitna, Alaska"
0.12,"38 km NNE of Amboy, Washington",1725960162380,1725975060240,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62044891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62044891&format=geojson,,,,,reviewed,0,0,uw,62044891,",uw62044891,",",uw,",",origin,phase-data,",9.0,0.008062,0.05,77.0,md,earthquake,"M 0.1 - 38 km NNE of Amboy, Washington"
1.04,"8 km NNW of The Geysers, CA",1725959879690,1725962065505,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059931&format=geojson,,,,,automatic,0,17,nc,75059931,",nc75059931,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.008891,0.02,50.0,md,earthquake,"M 1.0 - 8 km NNW of The Geysers, CA"
1.4,"13 km WNW of Calipatria, CA",1725959821720,1726088981568,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729647&format=geojson,,,,,reviewed,0,30,ci,40729647,",ci40729647,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.03291,0.22,62.0,ml,earthquake,"M 1.4 - 13 km WNW of Calipatria, CA"
1.11,"14 km WNW of Calipatria, CA",1725959240380,1726075006088,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729639,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729639&format=geojson,,,,,reviewed,0,19,ci,40729639,",ci40729639,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.03375,0.2,52.0,ml,earthquake,"M 1.1 - 14 km WNW of Calipatria, CA"
0.85,"15 km N of San Simeon, CA",1725959218580,1725992865824,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059926&format=geojson,,,,,reviewed,0,11,nc,75059926,",nc75059926,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.1119,0.14,166.0,md,earthquake,"M 0.9 - 15 km N of San Simeon, CA"
0.65,"14 km N of Borrego Springs, CA",1725958865430,1726175833566,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729631&format=geojson,,,,,reviewed,0,6,ci,40729631,",ci40729631,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",35.0,0.05288,0.19,79.0,ml,earthquake,"M 0.7 - 14 km N of Borrego Springs, CA"
4.0,"103 km NNE of Cruz Bay, U.S. Virgin Islands",1725958511460,1725963992040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024254000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2024254000&format=geojson,,,,,reviewed,0,246,pr,2024254000,",us6000nqum,pr2024254000,",",us,pr,",",origin,phase-data,",16.0,0.7913,0.23,229.0,md,earthquake,"M 4.0 - 103 km NNE of Cruz Bay, U.S. Virgin Islands"
0.5,"18 km ESE of Anza, CA",1725958198150,1725978460593,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729623,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729623&format=geojson,,,,,reviewed,0,4,ci,40729623,",ci40729623,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.06144,0.11,62.0,ml,earthquake,"M 0.5 - 18 km ESE of Anza, CA"
4.4,"286 km WNW of Houma, Tonga",1725958180226,1725959875040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nqul,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nqul&format=geojson,,,,,reviewed,0,298,us,6000nqul,",us6000nqul,",",us,",",origin,phase-data,",62.0,2.657,0.74,64.0,mb,earthquake,"M 4.4 - 286 km WNW of Houma, Tonga"
1.5,"46 km N of Valdez, Alaska",1725956653076,1725956751416,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo7esgr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo7esgr&format=geojson,,,,,automatic,0,35,ak,024bo7esgr,",ak024bo7esgr,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.5 - 46 km N of Valdez, Alaska"
0.86,"1 km  of The Geysers, CA",1725956530960,1725956627070,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059916&format=geojson,,,,,automatic,0,11,nc,75059916,",nc75059916,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.01031,0.01,76.0,md,earthquake,"M 0.9 - 1 km  of The Geysers, CA"
-0.3,"8 km WNW of Glenbrook, Nevada",1725956328015,1725978021492,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884491&format=geojson,,,,,reviewed,0,0,nn,00884491,",nn00884491,",",nn,",",origin,phase-data,",5.0,0.109,0.0846,99.89999999999998,ml,earthquake,"M -0.3 - 8 km WNW of Glenbrook, Nevada"
2.26,"15 km SW of Mariposa, CA",1725955471270,1725992413882,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059911&format=geojson,,,,,reviewed,0,79,nc,75059911,",nc75059911,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.1772,0.21,69.0,md,earthquake,"M 2.3 - 15 km SW of Mariposa, CA"
1.09,"9 km NNW of Pacific Grove, CA",1725955399850,1725989159276,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059906&format=geojson,,,,,reviewed,0,18,nc,75059906,",nc75059906,",",nc,",",nearby-cities,origin,phase-data,",21.0,0.09132,0.17,179.0,md,earthquake,"M 1.1 - 9 km NNW of Pacific Grove, CA"
1.4,"30 km E of McKinney Acres, Texas",1725955141243,1726001578779,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ruwc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024ruwc&format=geojson,,,,,reviewed,0,30,tx,2024ruwc,",tx2024ruwc,",",tx,",",origin,phase-data,",19.0,0.1,0.1,51.0,ml,earthquake,"M 1.4 - 30 km E of McKinney Acres, Texas"
0.41,"14 km NE of Borrego Springs, CA",1725955003680,1726085893974,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729615,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729615&format=geojson,,,,,reviewed,0,3,ci,40729615,",ci40729615,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.0335,0.15,59.0,ml,earthquake,"M 0.4 - 14 km NE of Borrego Springs, CA"
1.8,"61 km S of Whites City, New Mexico",1725954852947,1725963475497,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ruvx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024ruvx&format=geojson,,,,,reviewed,0,50,tx,2024ruvx,",tx2024ruvx,",",tx,",",origin,phase-data,",13.0,0.0,0.3,67.0,ml,earthquake,"M 1.8 - 61 km S of Whites City, New Mexico"
2.0,"31 km SE of Mina, Nevada",1725954349405,1725985552211,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884475,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884475&format=geojson,,,,,reviewed,0,62,nn,00884475,",nn00884475,",",nn,",",origin,phase-data,",11.0,0.094,0.1666,84.0,ml,earthquake,"M 2.0 - 31 km SE of Mina, Nevada"
0.54,"21 km ESE of Anza, CA",1725953882550,1725978492673,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729607,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729607&format=geojson,,,,,reviewed,0,4,ci,40729607,",ci40729607,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.09898,0.17,64.0,ml,earthquake,"M 0.5 - 21 km ESE of Anza, CA"
0.69,"4 km ESE of Loma Linda, CA",1725953183940,1725989019666,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729599,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729599&format=geojson,,,,,reviewed,0,7,ci,40729599,",ci40729599,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.09014,0.19,96.0,ml,earthquake,"M 0.7 - 4 km ESE of Loma Linda, CA"
0.89,"12 km NW of Pawnee, Oklahoma",1725953074049,1725972205999,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024ruuy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024ruuy&format=geojson,,,,,reviewed,0,12,ok,2024ruuy,",ok2024ruuy,",",ok,",",origin,phase-data,",63.0,0.03329346669,0.24,69.0,ml,earthquake,"M 0.9 - 12 km NW of Pawnee, Oklahoma"
1.45,"6 km NNW of Cabazon, CA",1725952579150,1725978530200,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729591&format=geojson,,,,,reviewed,0,32,ci,40729591,",ci40729591,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",72.0,0.05681,0.17,22.0,ml,earthquake,"M 1.5 - 6 km NNW of Cabazon, CA"
-0.7,"65 km ENE of Pedro Bay, Alaska",1725951904870,1726032309320,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258663&format=geojson,,,,,reviewed,0,0,av,93258663,",av93258663,",",av,",",origin,phase-data,",5.0,0.01773,0.16,167.0,ml,earthquake,"M -0.7 - 65 km ENE of Pedro Bay, Alaska"
3.26,"12 km SE of Middletown, CA",1725951664020,1726282596897,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059891&format=geojson,180.0,3.7,,,reviewed,0,230,nc,75059891,",nc75059891,us6000nqud,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",153.0,0.0651,0.2,27.0,ml,earthquake,"M 3.3 - 12 km SE of Middletown, CA"
2.84,"5 km E of La Parguera, Puerto Rico",1725951318550,1725952300960,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71459603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71459603&format=geojson,,,,,reviewed,0,124,pr,71459603,",pr71459603,",",pr,",",origin,phase-data,",13.0,0.04337,0.08,185.0,md,earthquake,"M 2.8 - 5 km E of La Parguera, Puerto Rico"
2.0,"26 km SSW of Denali National Park, Alaska",1725951079640,1725951256971,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo6dq3g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo6dq3g&format=geojson,,,,,automatic,0,62,ak,024bo6dq3g,",ak024bo6dq3g,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 2.0 - 26 km SSW of Denali National Park, Alaska"
1.5,"8 km ENE of Goldfield, Nevada",1725950829399,1725993285435,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884474,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884474&format=geojson,,,,,reviewed,0,35,nn,00884474,",nn00884474,",",nn,",",origin,phase-data,",16.0,0.192,0.1607,94.09,ml,earthquake,"M 1.5 - 8 km ENE of Goldfield, Nevada"
-0.19,"37 km NNE of Amboy, Washington",1725950711480,1725974606380,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62044866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62044866&format=geojson,,,,,reviewed,0,0,uw,62044866,",uw62044866,",",uw,",",origin,phase-data,",12.0,0.00243,0.06,64.0,ml,earthquake,"M -0.2 - 37 km NNE of Amboy, Washington"
0.38,"8 km S of Idyllwild, CA",1725950633060,1725978511762,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729583&format=geojson,,,,,reviewed,0,2,ci,40729583,",ci40729583,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.02645,0.09,101.0,ml,earthquake,"M 0.4 - 8 km S of Idyllwild, CA"
1.58,"1 km SE of The Geysers, CA",1725950542360,1725952767349,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059886&format=geojson,,,,,automatic,0,38,nc,75059886,",nc75059886,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.0146,0.08,80.0,md,earthquake,"M 1.6 - 1 km SE of The Geysers, CA"
1.5,"40 km NE of Paxson, Alaska",1725950270258,1725950361299,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo6asfl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo6asfl&format=geojson,,,,,automatic,0,35,ak,024bo6asfl,",ak024bo6asfl,",",ak,",",origin,phase-data,",,,0.35,,ml,earthquake,"M 1.5 - 40 km NE of Paxson, Alaska"
0.51,"12 km NW of Pawnee, Oklahoma",1725950235240,1725973557927,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024rutj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024rutj&format=geojson,,,,,reviewed,0,4,ok,2024rutj,",ok2024rutj,",",ok,",",origin,phase-data,",23.0,0.05848852256,0.15,69.0,ml,earthquake,"M 0.5 - 12 km NW of Pawnee, Oklahoma"
-0.34,"72 km NE of Nikolski, Alaska",1725950114590,1726032026160,,https://earthquake.usgs.gov/earthquakes/eventpage/av93020499,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93020499&format=geojson,,,,,reviewed,0,0,av,93020499,",av93020499,",",av,",",origin,phase-data,",6.0,0.01298,0.21,126.0,ml,earthquake,"M -0.3 - 72 km NE of Nikolski, Alaska"
2.3,"9 km WNW of Sutton-Alpine, Alaska",1725950044227,1725950223290,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo69vpr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo69vpr&format=geojson,,,,,automatic,0,81,ak,024bo69vpr,",ak024bo69vpr,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 2.3 - 9 km WNW of Sutton-Alpine, Alaska"
0.41,"4 km ENE of Ocotillo Wells, CA",1725949759110,1725988256703,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729575,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729575&format=geojson,,,,,reviewed,0,3,ci,40729575,",ci40729575,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.06223,0.2,77.0,ml,earthquake,"M 0.4 - 4 km ENE of Ocotillo Wells, CA"
1.7,"53 km E of Whittier, Alaska",1725949531364,1725949656367,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo686ds,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo686ds&format=geojson,,,,,automatic,0,44,ak,024bo686ds,",ak024bo686ds,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.7 - 53 km E of Whittier, Alaska"
1.3,"37 km WSW of Ackerly, Texas",1725949282841,1725999592558,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rusw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rusw&format=geojson,,,,,reviewed,0,26,tx,2024rusw,",tx2024rusw,",",tx,",",origin,phase-data,",17.0,0.0,0.2,55.0,ml,earthquake,"M 1.3 - 37 km WSW of Ackerly, Texas"
0.2,"10 km W of Indian Springs, Nevada",1725949119819,1725976547903,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884473,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884473&format=geojson,,,,,reviewed,0,1,nn,00884473,",nn00884473,",",nn,",",origin,phase-data,",14.0,0.171,0.0884,307.81,ml,earthquake,"M 0.2 - 10 km W of Indian Springs, Nevada"
-0.83,"61 km ENE of Pedro Bay, Alaska",1725948627350,1726025724230,,https://earthquake.usgs.gov/earthquakes/eventpage/av93258618,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93258618&format=geojson,,,,,reviewed,0,0,av,93258618,",av93258618,",",av,",",origin,phase-data,",4.0,0.03976,0.15,186.0,ml,earthquake,"M -0.8 - 61 km ENE of Pedro Bay, Alaska"
0.44,"15 km SSW of Searles Valley, CA",1725948344680,1725987101227,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729567,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729567&format=geojson,,,,,reviewed,0,3,ci,40729567,",ci40729567,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.04096,0.13,88.0,ml,earthquake,"M 0.4 - 15 km SSW of Searles Valley, CA"
1.3,"18 km ESE of Skwentna, Alaska",1725948089589,1725948206229,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo63126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo63126&format=geojson,,,,,automatic,0,26,ak,024bo63126,",ak024bo63126,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.3 - 18 km ESE of Skwentna, Alaska"
1.2,"47 km E of Susitna North, Alaska",1725947299998,1725947433285,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo5rnde,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo5rnde&format=geojson,,,,,automatic,0,22,ak,024bo5rnde,",ak024bo5rnde,",",ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 1.2 - 47 km E of Susitna North, Alaska"
0.78,"14 km N of Borrego Springs, CA",1725947269100,1725986826706,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40729559,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40729559&format=geojson,,,,,reviewed,0,9,ci,40729559,",ci40729559,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.05112,0.21,30.0,ml,earthquake,"M 0.8 - 14 km N of Borrego Springs, CA"
1.7,"8 km ENE of Goldfield, Nevada",1725946414030,1726005781937,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884471&format=geojson,,,,,reviewed,0,44,nn,00884471,",nn00884471,",",nn,",",origin,phase-data,",12.0,0.508,0.1274,157.17,ml,earthquake,"M 1.7 - 8 km ENE of Goldfield, Nevada"
1.1,"18 km ESE of Livengood, Alaska",1725946320865,1725946471927,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024bo5o6e6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024bo5o6e6&format=geojson,,,,,automatic,0,19,ak,024bo5o6e6,",ak024bo5o6e6,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 1.1 - 18 km ESE of Livengood, Alaska"
4.5,"78 km NE of Yigo Village, Guam",1725946095809,1725975688707,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nqvb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nqvb&format=geojson,2.0,3.4,,,reviewed,0,312,us,6000nqvb,",us6000nqvb,",",us,",",dyfi,origin,phase-data,",30.0,1.311,0.76,127.0,mb,earthquake,"M 4.5 - 78 km NE of Yigo Village, Guam"
1.58,"10 km NW of Shingletown, CA",1725945935820,1725988074096,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75059881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75059881&format=geojson,,,,,reviewed,0,38,nc,75059881,",nc75059881,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.1255,0.24,110.0,md,earthquake,"M 1.6 - 10 km NW of Shingletown, CA"
1.4,"6 km E of Califon, New Jersey",1725945826354,1727185604039,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000nd09,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000nd09&format=geojson,2.0,2.0,,,reviewed,0,31,us,7000nd09,",us7000nd09,",",us,",",dyfi,origin,phase-data,",10.0,0.004,0.09,141.0,ml,earthquake,"M 1.4 - 6 km E of Califon, New Jersey"
1.01,"12 km E of Red Rock, Oklahoma",1725945317940,1726060704291,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024ruqr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024ruqr&format=geojson,,,,,reviewed,0,16,ok,2024ruqr,",ok2024ruqr,",",ok,",",origin,phase-data,",52.0,0.06208781625,0.33,54.0,ml,earthquake,"M 1.0 - 12 km E of Red Rock, Oklahoma"
4.8,"67 km N of Pante Makasar, Timor Leste",1725945066322,1725946503040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nqtv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nqtv&format=geojson,,,,,reviewed,0,354,us,6000nqtv,",usauto6000nqtv,us6000nqtv,",",usauto,us,",",internal-moment-tensor,origin,phase-data,",52.0,2.006,0.83,46.0,mww,earthquake,"M 4.8 - 67 km N of Pante Makasar, Timor Leste"
0.9,"16 km NNW of Lake Davis, California",1725944422989,1725978019680,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00884490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00884490&format=geojson,,,,,reviewed,0,12,nn,00884490,",nn00884490,",",nn,",",origin,phase-data,",4.0,0.213,0.2472,299.2,ml,earthquake,"M 0.9 - 16 km NNW of Lake Davis, California"
5.0,"Kermadec Islands, New Zealand",1725944351161,1726007076040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nqtr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nqtr&format=geojson,,,,,reviewed,0,385,us,6000nqtr,",us6000nqtr,",",us,",",origin,phase-data,",48.0,1.224,0.67,135.0,mb,earthquake,"M 5.0 - Kermadec Islands, New Zealand"
